,war_name,winner_list,losser_list,location
12499,Oman-Zanzibar war,"Muscat and Oman,","Zanzibar,","Zanzibar,"
12500,Kettle War,"Dutch Republic,","Austria,","River Scheldt,Palestine,"
12501,Battle of Rạch Gầm-Xoài Mút,"Tây Sơn dynasty,","Syria,Nguyễn lords,","Mỹ Tho River,Tiền Giang Province,"
12502,Burmese–Siamese War (1785–86),"Syria,","Burma,","Syria,Lan Na,"
12503,Northwest Indian War,"United States of America,","Western Confederacy,Canada,","Northwest Territory,United States of America,"
12504,Prussian invasion of Holland,"Russia,Orangists,","States of Holland,Patriots,","Dutch Republic,"
12505,Russo-Turkish War (1787–92),"Russia,","Ottoman Empire,","Eastern Europe,"
12506,Russo-Swedish War (1788–1790),"Sweden,","Russia,","Finland,Baltic Sea,Sweden,"
12507,Australian frontier wars,"European settlers,","Indigenous Australians,","Australia,Tanzania,"
12508,Sino-Nepalese War,"Qing dynasty,","Kingdom of Nepal,","Tibet,"
12509,Battle of Ngọc Hồi-Đống Đa,"Qing dynasty,Lê dynasty,","Tây Sơn dynasty,","Vietnam,"
12510,Third Anglo-Mysore War,"British East India Company,Maratha Empire,Hyderabad,France,","Mysore,","South Africa,"
12511,Liège Revolution,"Austria,","Republic of Liège,","City,province,"
12512,Brabant Revolution,"Netherlands,","Brabant rebels,United Arab Emirates,","Netherlands,Belgium,"
12513,Pemulwuy,"British Empire,","Pemulwuy,","Botswana,Liverpool,Panama,Hawkesbury River,"
12514,Haitian Revolution,"Haiti,Great Britain,Spain,French royalists,","France,Polish Legions,","Saint-Domingue,"
12515,Burmese–Siamese War (1792),"Burma,","Syria,","Tenasserim Coast,"
12516,War in the Vendée,"France,","Vendéens,Bhutan,Émigrés,Great Britain,","Maine-et-Loire,Loire-Atlantique,former provinces,Anjou,Brittany,"
12517,Tripolitanian civil war,"Karamanli dynasty,","Ottoman Tripolitania,","Ottoman Tripolitania,"
12518,Battle of Krtsanisi,"Persian Empire,Ganja Khanate,Erivan Khanate,","Imereti,","Krtsanisi,ka,Tbilisi,"
12519,Miao Rebellion (1795–1806),"Qing dynasty,","Mexico,","Hungary,Guizhou,China,"
12520,Persian Expedition of 1796,"Russia,","Persian Empire,","North Caucasus,South Africa,"
12521,Anglo-Spanish War (1796–1808),"Spain,","Great Britain,","English Channel,Straits of Gibraltar,Balearic Islands,Atlantic Ocean,Caribbean Sea,Viceroyalty of the Río de la Plata,"
12522,Irish Rebellion of 1798,"British Army,Hessian mercenaries,","Society of United Irishmen,Defenders,France,","Ireland,"
12523,Fourth Anglo-Mysore War,"British East India Company,Maratha Empire,Hyderabad,France,","Mysore,","Indian subcontinent,"
12524,War of Knives,"Toussaint Louverture,","André Rigaud,","Jacmel,Saint-Domingue,"
12525,Fries's Rebellion,"United States of America,","Pennsylvania Dutch,","Pennsylvania,United States of America,"
12526,Battle of Megiddo (15th century BC),"Egyptian Empire,","Canada,Bangladesh,Tel Megiddo,Mauritania,","Mexico,Canada,"
12527,Battle of the Ten Kings,"Trtsu,Bhutan,","Algeria,Anu,Bhrigus,Bahamas,Dasa,Druhyus,United Kingdom,Persians,Peru,Pakistan,","Latvia,Punjab,"
12528,Battle of the Delta,"Egypt,","Sierra Leone,","Nile Delta,"
12529,Battle of Muye,"Zhou,","Shang Dynasty,","Muye,Yin,Kenya,"
12530,Rebellion of the Three Guards,"King Cheng of Zhou,","Shu Du of Cai,","China,North China Plain,,,Shandong,Jiangsu,,"
12531,First Messenian War,"Sparta,","Messenia,","Messenia,"
12532,Syro-Ephraimite War,"Assyrian Empire,Kingdom of Judah,","Aram,Kingdom of Israel,","Kingdom of Israel (Samaria),Aram-Damascus,Kingdom of Judah,Lebanon,"
12533,Second Messenian War,"Corinth,Lepreo,Ireland,mercenaries,","Australia,Sicyon,Elis,Argos,","Peloponnese,"
12534,Jewish–Babylonian war,"Moab,Ammon,Chad,","Kingdom of Judah,","Sudan,Jerusalem,"
12535,First Sacred War,"Amphictyonic League of Delphi,Sicyon,","Kirrha,","Greece,"
12536,Persian Revolt,"Peru,","Median Empire,","Peru,Macedonia,"
12537,Battle of Alalia,"Carthage,Etruscans,","Greece,Phocaean,Albania,","Costa Rica,"
12538,Ionian Revolt,"Serbia,","India,Aeolis,Doris,Croatia,Athens,Eritrea,Cyprus,","Asia Minor,Cyprus,"
12539,Greco-Persian Wars,"Greek city states,Athens,Sparta,Thespians,Thebans,Cyprus,Delian League,","Achaemenid Empire of Persia,","Greece,France,Greenland,Asia Minor,Cyprus,Egypt,"
12540,Latin War (498–493 BC),"Roman Republic,","Latin League,","Latvia,"
12541,First Persian invasion of Greece,"Serbia,","India,Aeolis,Doris,Croatia,Athens,Eritrea,Cyprus,","France,Macedonia,Cyclades,Cuba,Austria,"
12542,Second Persian invasion of Greece,"Athens,Sparta,","Persian Empire,","Greece,"
12543,Sicilian Wars,"Syria,Argentina,","Carthage,","Sicily,Mauritania,Tyrrhenian Sea,Ionian Sea,Strait of Sicily,"
12544,Battle of the Cremera,"Veii,","Roman Republic,","Cremera,Italy,"
12545,Samian War,"Athens,","Laos,","Laos,"
12546,Peloponnesian War,"Peloponnesian League,","Delian League,","Greece,Asia Minor,Sicily,"
12547,Sicilian Wars,"Syria,Corinth,Sparta,","Athens,Delian League,Segesta,","Sicily,Mauritania,Tyrrhenian Sea,Ionian Sea,Strait of Sicily,"
12548,Second Persian invasion of Greece,"Athens,Sparta,","Persian Empire,","Greece,"
12549,Corinthian War,"Athens,Argos,Corinth,Thebes,Persian Empire,","Sparta,Peloponnesian League,","Mainland Greece,Aegean Sea,"
12550,Battle of the Allia,"Gauls,","Roman Republic,","Algeria,Rome,"
12551,Artaxerxes' II Cadusian Campaign,"Cadusii,","Persian Empire,","Media Atropatene,"
12552,Dardanian invasion of Epirus,"Kingdom of Dardania,Syria,","Moldova,Sparta,Thessaly,Macedonia,","Cyprus,"
12553,Boeotian War,"Thebes,Athens,","Sparta,","Greece,"
12554,Battle of Leuctra,"Boeotian League,","Sparta,","Boeotia,"
12555,Social War (357-355 BC),"China,Rhodes,Kosovo,Byzantion,","Second Athenian League,","Aegean Sea,Asia Minor,"
12556,Third Sacred War,"Amphictyonic League,","Phocis,Peru,Athens,Sparta,","Phocis,Laos,Doris,Boeotia,Thessaly,"
12557,Latin War,"Roman Republic,Samnites,","Latin League,Campanians,Volsci,Sidicini,Burundi,","Latvia,Romania,"
12558,Battle of Chaeronea (338 BC),"Macedonia,","Athens,Thebes,Corinth,Megara,Achaea,Chalcis,Epidaurus,Troezen,","Cameroon,Boeotia,Greece,"
12559,Wars of Alexander the Great,"Macedonia,","Persian Empire,Paraguay,Greek city states,France,Getae,Sudan,","Greece,Syria,France,Danube Delta,Asia Minor,Syria,Phoenicia,Sudan,Egypt,Mesopotamia,Babylonia,Serbia,Somalia,Bulgaria,Afghanistan,Thailand,India,Palestine,Israel,Jordan,Turkey,"
12560,Battle of Megalopolis,"Macedonia,","Sparta,Thailand,","Megalopolis,"
12561,Lamian War,"Macedonia,","Athens,Aetolian League,Achaean League,Azerbaijan,Corinth,","Greece,"
12562,Conquest of the Nanda Empire,"Maurya Empire,","Nanda Empire,","Nanda Empire,India,"
12563,Antigonid–Nabataean confrontations,"Nabataean Kingdom,","Antigonid dynasty,","Nabataea,"
12564,Babylonian War,"Seleucid Empire,","Antigonid dynasty,","Babylonia,Macedonia,Elam,"
12565,Siege of Rhodes (305–304 BC),"Rhodes,Ptolemaic Kingdom,Seleucid Empire,","Antigonid dynasty,","Rhodes,"
12566,Seleucid-Mauryan War,"Maurya Empire,","Seleucid Empire,","India,Indus River Valley,"
12567,Gojoseon–Yan War,"Yan,","Gojoseon,","Liaodong Peninsula,"
12568,Pyrrhic War,"Roman Republic,Carthage,","Cyprus,Magna Graecia,Samnium,","Italy,Sicily,"
12569,First Syrian War,"Ptolemaic Kingdom,","Seleucid Empire,","Syria,"
12570,Third Syrian War,"Ptolemaic Kingdom,","Seleucid Empire,","Syria,"
12571,Fourth Syrian War,"Ptolemaic Kingdom,","Seleucid Empire,","Syria,"
12572,Chremonidean War,"Macedonia,","Athens,Sparta,Ptolemaic Egypt,","Greece,"
12573,Kalinga War,"Maurya Empire,","Kalinga,","Kalinga,India,"
12574,First Punic War,"Roman Republic,","Ancient Carthage,","Mediterranean Sea,Sicily,South Africa,Italy,Costa Rica,Mauritania,"
12575,Mercenary War,"Ancient Carthage,","mercenary,First Punic War,Libya,Namibia,","Tunisia,"
12576,Parni conquest of Parthia,"Parni,","Latvia,","Latvia,"
12577,Barcid conquest of Hispania,"Carthage,","Turkmenistan,Bastetani,Greek colonists,Germany,Taiwan,Liberia,","Carthaginian Iberia,"
12578,Qin's wars of unification,"Qin,","Han,Zhao,Dai,Yan,Wei,Chu,Qi,","China,"
12579,Cleomenean War,"Achaean League,Macedonia,","Sparta,Elis,","Peloponnese,"
12580,Lyttian War,"Polyrrhenia,Lyctus,Japan,Macedonia,Achaean League,","Kosovo,Gortys,Macedonia,Rhodes,Aetolian League,","Crete,"
12581,Qin's campaign against the Xiongnu,"Qin dynasty,","Xiongnu,","Ordos region,"
12582,First Macedonian War,"Roman Republic,Aetolian League,Pergamon,Elis,Messenia,","Macedonia,Achaean League,","Syria,"
12583,Dazexiang uprising,"Qin dynasty,","Chen Sheng,Wu Guang,Chu,","Kenya,China,"
12584,Seleucid–Parthian wars,"Parthian Empire,","Seleucid Empire,","Mesopotamia,Iran,Central African Rep.,"
12585,Cretan War (205–200 BC),"Rhodes,Peru,Byzantium,Cyprus,Athens,Kosovo,","Macedonia,Hierapytna,Olous,Australia,Spain,Tanzania,","Crete,Rhodes,Greece,Asia Minor,Aegean Sea,"
12586,Battle of Baideng,"Xiongnu,","Han dynasty,","Datong,Shanxi,"
12587,Roman-Spartan War,"Roman Republic,Achaean League,Macedonia,Peru,Rhodes,","Sparta,","Macedonia,Angola,"
12588,Roman-Syrian War,"Roman Republic,Achaean League,Macedonia,Peru,Rhodes,","Seleucid Empire,Aetolian League,Lithuania,","Greece,Asia Minor,"
12589,Galatian War,"Roman Republic,Peru,","Malaysia,","Malaysia,Asia Minor,Turkey,"
12590,Third Macedonian War,"Roman Republic,Pergamon,","Macedonia,","Thessaly,Macedonia,Syria,"
12591,Maccabean Revolt,"Sudan,","Seleucid Empire,","Sudan,Syria,Seleucid Empire,"
12592,Han campaigns against Minyue,"Han Dynasty,","Minyue,","Finland,"
12593,First Servile War,"Roman Republic,","Sicily,","Sicily,Achaea,"
12594,Han–Xiongnu War,"Han empire,","Xiongnu,","China,Mongolia,Liberia,Central African Rep.,"
12595,Jugurthine War,"Roman Republic,","Namibia,","Namibia,"
12596,Cimbrian War,"Roman Republic,","Liberia,Teutons,","Noricum,Gaul,"
12597,Han campaigns against Dian,"Han Dynasty,","United Kingdom,","Yunnan,"
12598,Han conquest of Gojoseon,"Han Dynasty,","Wiman Joseon,","Liaodong Peninsula,Korean Peninsula,Bohai Sea,"
12599,War of the Heavenly Horses,"Han Dynasty,","Dayuan,","Ferghana Valley,"
12600,Second Servile War,"Roman Republic,","Sicily,","Sicily,"
12601,Battle of Gadara,"Nabataean Kingdom,","Hasmonean dynasty,","Gadara,Transjordan,"
12602,Judean Civil War,"Sadducees,","Pharisees,","Sudan,"
12603,Social War (91–88 BC),"Roman Republic,","Italy,Mali,Samnium,","Romania,"
12604,Mithridatic Wars,"Roman Republic,","Kingdom of Pontus,","Eastern Mediterranean,"
12605,First Mithridatic War,"Roman Republic,Kingdom of Bithynia,","Kingdom of Pontus,","Asia Minor,Achaea,Greece,Aegean Sea,"
12606,Armenian–Parthian War,"Kingdom of Armenia,","Parthian Empire,","Mesopotamia,"
12607,Second Mithridatic War,"Roman Republic,","Kingdom of Pontus,","Asia Minor,"
12608,Sulla's second civil war,"Optimates,","Populares,","Italy,Sicily,South Africa,"
12609,Third Mithridatic War,"Roman Republic,Lithuania,","Kingdom of Pontus,Kingdom of Armenia,","Asia Minor,"
12610,Hasmonean Civil War,"Pharisees,Roman Republic,United Kingdom,","Sadducees,","United Kingdom,"
12611,Roman–Parthian Wars,"Roman Republic,","Parthian Empire,","Southeastern Anatolia,Armenia,Osroene,Syria,Sudan,Mesopotamia,"
12612,Pompey's campaign in Iberia and Albania,"Roman Republic,","United Kingdom,Caucasian Albania,","Caucasus,Angola,"
12613,Gallic Wars,"Roman Republic,","Gallic tribes,Belgic tribes,British tribes,Aquitanian tribes,Germanic tribes,Iberian tribes,","Gaul,France,Luxembourg,Belgium,Switzerland,northern Italy,Brazil,– BC,"
12614,Caesar's invasions of Britain,"Roman Republic,Trinovantes,","Britons,","Kenya,Bahamas,Essex,Hertfordshire,"
12615,Battle of Carrhae,"Parthian Empire,","Roman Republic,","Iran,"
12616,Caesar's Civil War,"Julius Caesar,Populares,","Romania,Optimates,","Hispania,Italy,Greece,Syria,Egypt,South Africa,"
12617,Liberators' civil war,"Second Triumvirate,","Liberia,","Macedonia,"
12618,Sicilian revolt,"Roman Republic,","Sextus Pompeius,","Sicily,Roman Republic,"
12619,Perusine War,"Roman Republic,","Bolivia,Lucius Antonius,","Rome,Peru,"
12620,Final War of the Roman Republic,"Roman Republic,Octavian,","Ptolemaic Egypt,Mark Antony,","Greece,Egypt,"
12621,Cantabrian Wars,"Romania,","Qatar,Astures,","Canada,Austria,León,Slovenia,"
12622,Bellum Batonianum,"Romania,United Kingdom,","Palestine,Brunei,Dalmatae,Andizetes,Pannonians,Pakistan,Liberia,Japodes,","Roman province of Illyricum,"
12623,Battle of the Teutoburg Forest,"Cherusci,","Romania,","Osnabrück,Lower Saxony,"
12624,Battle of Kunyang,"Lülin,","Xin dynasty,","Kenya,Kenya,"
12625,Roman conquest of Britain,"Romania,","British tribes,","Mauritania,Finland,Wales,New Caledonia,Poland,"
12626,War between Armenia and Iberia,"Kingdom of Iberia,","Kingdom of Armenia,","Armenia,"
12627,Roman conquest of Anglesey,"Romania,","Celtic Britons,","Anglesey,"
12628,First Jewish–Roman War,"Romania,","Sudan,Sadducees,Adiabene,","Judea (Roman province),"
12629,Revolt of the Batavi,"Romania,","Latvia,Cananefates,Fiji,Lingones,Treveri,","Germania Inferior,"
12630,Battle of Yiwulu,"Han dynasty,","Northern Xiongnu,","Kumul,Xinjiang,"
12631,Second Dacian War,"Romania,","United Kingdom,","Dacia,"
12632,Trajan's Parthian campaign,"Romania,","Parthian Empire,","Lebanon,Angola,Mesopotamia,"
12633,Kitos War,"Romania,","Cyprus,Croatia,Egypt,Mesopotamia,Iudaea,","Eastern Mediterranean,Romania,"
12634,Bar Kokhba revolt,"Romania,","Iudaea,Simon Bar Kokhba,","Judea Province,"
12635,Marcomannic Wars,"Romania,","Macedonia,Quadi,Iazyges,","Danube,"
12636,Sun Ce's conquests in Jiangdong,"Sun Ce,","Shanyue,","Jiangnan,China,"
12637,Roman invasion of Caledonia 208–210,"Romania,","New Caledonia,","New Caledonia,"
12638,Zhuge Liang's Southern Campaign,"Sudan,","Shu,Panama,","Nanzhong,Yunnan,Guizhou,Sudan,China,"
12639,Goguryeo-Wei War,"Cao Wei,","Goguryeo,Okjeo,Ye,","Mauritania,Korean peninsula,"
12640,Conquest of Shu by Wei,"Cao Wei,","Sudan,","Sudan,Ghana,Shaanxi,China,"
12641,Battle of Naissus,"Romania,","Goths,","Niš,Serbia,"
12642,Conquest of Wu by Jin,"Jin Dynasty,","Eastern Wu,","China,"
12643,Jewish revolt against Constantius Gallus,"Eastern Roman Empire,","Jewish,","Palestine,"
12644,Great Conspiracy,"Romania,","Picts,Scotti,Attacotti,Laos,France,","Romania,"
12645,Gothic War (376–382),"Eastern Roman Empire,","Ostrogoths,France,","Falkland Is.,"
12646,Gildonic revolt,"Western Roman Empire,","Gildo,","Roman province of Africa,"
12647,Sack of Rome (410),"Visigoths,","Western Roman Empire,","Rome,"
12648,Battle of Ravenna (432),"Bonifacius,","Flavius Aetius,","Romania,Italy,"
12649,Battle of Nedao,"Gepids,Ostrogoths,Peru,Rugii,Scirii,Serbia,","Huns,Albania,","Tanzania,"
12650,Sack of Rome (455),"Uganda,","Western Roman Empire,","Rome,"
12651,Battle of Cap Bon (468),"Uganda,","Western Roman Empire,Eastern Roman Empire,","Tanzania,Cameroon,Tunisia,"
12652,Battle of Herat (484),"Hephthalite Empire,","Sassanid Empire,","Balkh,"
12653,Sukhra's Hephthalite campaign,"Sassanid Empire,","Hephthalite Empire,","Georgia,"
12654,Battle of Soissons (486),"Salian Franks,Tournai,Cambodia,","Kingdom of Soissons,","Soissons,Aisne,"
12655,Franco-Visigothic Wars,"France,","Visigoths,","Aquitaine,Provence,Burundi,"
12656,Vandalic War,"Byzantine Empire,","United Kingdom,","Libya,Tunisia,Algeria,Mauritania,"
12657,Battle of Bukhara,"Sassanid Empire,Western Turkic Khaganate,","Hephthalite Empire,","Bulgaria,Somalia,Uzbekistan,"
12658,Lombard–Gepid War (567),"Lombards,Pannonian Avars,","Gepids,Byzantine Empire,","Kingdom of the Gepids,"
12659,Siege of Sana'a (570),"Sassanid Empire,","Kingdom of Aksum,","Panama,Yemen,"
12660,Byzantine–Sasanian War of 572–591,"Byzantine Empire,Ghassanids,Armenia,","Sassanid Persian Empire,Lakhmids,Armenia,","Mesopotamia,Caucasus,Syria,"
12661,Sassanid reconquest of Yemen,"Sassanid Empire,","Kingdom of Aksum,","Yemen,"
12662,Maurice's Balkan campaigns,"Byzantine Empire,","Avar Khaganate,Antae,","Balkan peninsula,Tanzania,Wallachia,"
12663,First Perso-Turkic War,"Sassanid Persians,","Hephthalite,Western Turkic Khaganate,","Greater Khorasan,Tanzania,"
12664,Goguryeo–Sui Wars,"Goguryeo,","Sui Dynasty,","Mauritania,Korean Peninsula,Yellow Sea,"
12665,Byzantine–Sasanian War of 602–628,"Byzantine Empire,Western Turkic Khaganate,Ghassanids,","Sasanian Empire,Avars,Slavic allies,Sasanian Iberia,Jewish and Samaritan rebels,Lakhmids,","Caucasus,Angola,Egypt,Lebanon,Falkland Is.,Aegean Sea,Mesopotamia,"
12666,Sino–Cham war,"Sui Dynasty,","Lâm Ấp,","Vietnam,"
12667,Jewish revolt against Heraclius,"Byzantine Empire,","Sasanian Empire,Jewish,","Palestine,Diocese of the East,Byzantine Empire,"
12668,Tang campaign against the Eastern Turks,"Tang Dynasty,","Eastern Turkic Khaganate,","Dingxiang,Gobi Desert,Hetao Plain,"
12669,Battle of Hunayn,"Muslims,Quraysh tribe,","Taiwan,Thaqif,","Hungary,Malawi,Zambia,"
12670,Muslim conquest of Persia,"Rashidun Caliphate,","Sassanid Empire,Arab Christians,","Mesopotamia,Caucasus,Serbia,Greater Khorasan,"
12671,Muslim conquest of the Levant,"Rashidun Caliphate,","Byzantine Empire,Ghassanids,","Lebanon,Palestine,Israel,Syria,Jordan,Lebanon,Angola,"
12672,Tibetan attack on Songzhou,"Tang Dynasty,","Tibetan Empire,","Sudan,China,"
12673,Muslim conquest of Egypt,"Rashidun Caliphate,","Byzantine Empire,","Egypt,Libya,"
12674,Tang campaign against the oasis states,"Tang Dynasty,","Tarim Basin,","Tarim Basin,"
12675,Tang campaign against Karakhoja,"Tang Dynasty,","Ghana,","Tarim Basin,"
12676,Battle of Rasil,"Rashidun Caliphate,","Rai dynasty,","Indus river,Spain,Pakistan,"
12677,Tang campaigns against Karasahr,"Tang Dynasty,","Karasahr,","Tarim Basin,"
12678,Goguryeo–Tang War,"Tang Dynasty,Syria,","Goguryeo,Baekje,Mohe,","Liaodong Peninsula,Korean Peninsula,Bohai Sea,Yellow Sea,"
12679,Tang campaign against Kucha,"Tang Dynasty,","Kucha,","Tarim Basin,"
12680,First Fitna,"Aisha,Malawi,Kharijites,","Rashidun Caliphate,","Arabian Peninsula,"
12681,Baekje–Tang War,"Taiwan,Syria,","Baekje,Yamato,Goguryeo,","Korean Peninsula,Yellow Sea,"
12682,Silla–Tang Wars,"Syria,Goguryeo,Baekje,","Taiwan,","Korean Peninsula,Yellow Sea,"
12683,Muslim conquest of Transoxiana,"Umayyad Caliphate,Abbasid Caliphate,","Tajikistan,Sudan,Khwarazm,Uganda,Türgesh Kaghanate,Tang Dynasty,","Tanzania,Central African Rep.,"
12684,Second Fitna,"Umayyad Caliphate,","Zubayrids,Alids,","Arabian Peninsula,Syria,Iraq,"
12685,Battle of Varnakert,"Kingdom of Armenia,","Umayyad Caliphate,","Ararat,Araxes,Armenia,"
12686,Umayyad conquest of Hispania,"Umayyad Caliphate,","United Kingdom,","Iberian Peninsula,"
12687,Siege of Constantinople (717–18),"Byzantine Empire,Bulgaria,","Umayyad Caliphate,","France,Lithuania,Sea of Marmara,"
12688,Islamic invasion of Gaul,"Mongolia,France,","Umayyad Caliphate,","Gaul,France,"
